citizen_code,geo_code,citizen,geo,values,TOTAL,NAT,FOR,EFTA_FOR,EU28_FOR
TR,IT,Turkey,Italy,19388,60665551,55639398,5026153,9051,1517023
TT,IT,Trinidad and Tobago,Italy,46,60665551,55639398,5026153,9051,1517023
TV,IT,Tuvalu,Italy,1,60665551,55639398,5026153,9051,1517023
TW,IT,Taiwan,Italy,547,60665551,55639398,5026153,9051,1517023
TZ,IT,Tanzania,Italy,1047,60665551,55639398,5026153,9051,1517023
UA,IT,Ukraine,Italy,230728,60665551,55639398,5026153,9051,1517023
UG,IT,Uganda,Italy,484,60665551,55639398,5026153,9051,1517023
UK,IT,United Kingdom,Italy,26634,60665551,55639398,5026153,9051,1517023
US,IT,United States,Italy,14512,60665551,55639398,5026153,9051,1517023
UY,IT,Uruguay,Italy,1278,60665551,55639398,5026153,9051,1517023
UZ,IT,Uzbekistan,Italy,1208,60665551,55639398,5026153,9051,1517023
VA,IT,Vatican City State,Italy,6,60665551,55639398,5026153,9051,1517023
VC,IT,Saint Vincent and the Grenadines,Italy,6,60665551,55639398,5026153,9051,1517023
VE,IT,Venezuela,Italy,5849,60665551,55639398,5026153,9051,1517023
VN,IT,Vietnam,Italy,1245,60665551,55639398,5026153,9051,1517023
VU,IT,Vanuatu,Italy,1,60665551,55639398,5026153,9051,1517023
WS,IT,Samoa,Italy,38,60665551,55639398,5026153,9051,1517023
XK,IT,Kosovo (under United Nations Security Council Resolution 1244/99),Italy,43091,60665551,55639398,5026153,9051,1517023
YE,IT,Yemen,Italy,170,60665551,55639398,5026153,9051,1517023
ZA,IT,South Africa,Italy,549,60665551,55639398,5026153,9051,1517023
ZM,IT,Zambia,Italy,206,60665551,55639398,5026153,9051,1517023
ZW,IT,Zimbabwe,Italy,159,60665551,55639398,5026153,9051,1517023
AD,LI,Andorra,Liechtenstein,1,37622,24847,12775,3607,6688
AE,LI,United Arab Emirates,Liechtenstein,1,37622,24847,12775,3607,6688
AF,LI,Afghanistan,Liechtenstein,2,37622,24847,12775,3607,6688
AG,LI,Antigua and Barbuda,Liechtenstein,0,37622,24847,12775,3607,6688
AI,LI,Anguilla (UK),Liechtenstein,0,37622,24847,12775,3607,6688
AL,LI,Albania,Liechtenstein,1,37622,24847,12775,3607,6688
AM,LI,Armenia,Liechtenstein,10,37622,24847,12775,3607,6688
AN,LI,Former Netherlands Antilles,Liechtenstein,0,37622,24847,12775,3607,6688
AO,LI,Angola,Liechtenstein,0,37622,24847,12775,3607,6688
AR,LI,Argentina,Liechtenstein,5,37622,24847,12775,3607,6688
AT,LI,Austria,Liechtenstein,2199,37622,24847,12775,3607,6688
AU,LI,Australia,Liechtenstein,6,37622,24847,12775,3607,6688
AW,LI,Aruba (NL),Liechtenstein,0,37622,24847,12775,3607,6688
AZ,LI,Azerbaijan,Liechtenstein,0,37622,24847,12775,3607,6688
BA,LI,Bosnia and Herzegovina,Liechtenstein,293,37622,24847,12775,3607,6688
BB,LI,Barbados,Liechtenstein,0,37622,24847,12775,3607,6688
BD,LI,Bangladesh,Liechtenstein,0,37622,24847,12775,3607,6688
BE,LI,Belgium,Liechtenstein,20,37622,24847,12775,3607,6688
BF,LI,Burkina Faso,Liechtenstein,1,37622,24847,12775,3607,6688
BG,LI,Bulgaria,Liechtenstein,8,37622,24847,12775,3607,6688
BH,LI,Bahrain,Liechtenstein,0,37622,24847,12775,3607,6688
BI,LI,Burundi,Liechtenstein,0,37622,24847,12775,3607,6688
BJ,LI,Benin,Liechtenstein,0,37622,24847,12775,3607,6688
BL,LI,Saint-Barthélemy (FR),Liechtenstein,0,37622,24847,12775,3607,6688
BM,LI,Bermuda (UK),Liechtenstein,0,37622,24847,12775,3607,6688
BN,LI,Brunei Darussalam,Liechtenstein,0,37622,24847,12775,3607,6688
BO,LI,Bolivia,Liechtenstein,0,37622,24847,12775,3607,6688
BQ,LI,"Bonaire, Saint Eustatius and Saba",Liechtenstein,0,37622,24847,12775,3607,6688
BR,LI,Brazil,Liechtenstein,80,37622,24847,12775,3607,6688
BS,LI,Bahamas,Liechtenstein,1,37622,24847,12775,3607,6688
BT,LI,Bhutan,Liechtenstein,0,37622,24847,12775,3607,6688
BW,LI,Botswana,Liechtenstein,0,37622,24847,12775,3607,6688
BY,LI,Belarus,Liechtenstein,1,37622,24847,12775,3607,6688
BZ,LI,Belize,Liechtenstein,0,37622,24847,12775,3607,6688
CA,LI,Canada,Liechtenstein,3,37622,24847,12775,3607,6688
CD,LI,Democratic Republic of the Congo,Liechtenstein,1,37622,24847,12775,3607,6688
CF,LI,Central African Republic,Liechtenstein,0,37622,24847,12775,3607,6688
CG,LI,Congo,Liechtenstein,0,37622,24847,12775,3607,6688
CH,LI,Switzerland,Liechtenstein,3599,37622,24847,12775,3607,6688
CI,LI,Côte d'Ivoire,Liechtenstein,0,37622,24847,12775,3607,6688
CL,LI,Chile,Liechtenstein,5,37622,24847,12775,3607,6688
CM,LI,Cameroon,Liechtenstein,2,37622,24847,12775,3607,6688
CN,LI,China (including Hong Kong),Liechtenstein,64,37622,24847,12775,3607,6688
CO,LI,Colombia,Liechtenstein,17,37622,24847,12775,3607,6688
CR,LI,Costa Rica,Liechtenstein,2,37622,24847,12775,3607,6688
CU,LI,Cuba,Liechtenstein,5,37622,24847,12775,3607,6688
CV,LI,Cape Verde,Liechtenstein,0,37622,24847,12775,3607,6688
CW,LI,Curaçao,Liechtenstein,0,37622,24847,12775,3607,6688
CY,LI,Cyprus,Liechtenstein,0,37622,24847,12775,3607,6688
CZ,LI,Czech Republic,Liechtenstein,15,37622,24847,12775,3607,6688
DE,LI,Germany (until 1990 former territory of the FRG),Liechtenstein,1539,37622,24847,12775,3607,6688
DJ,LI,Djibouti,Liechtenstein,0,37622,24847,12775,3607,6688
DK,LI,Denmark,Liechtenstein,25,37622,24847,12775,3607,6688
DM,LI,Dominica,Liechtenstein,0,37622,24847,12775,3607,6688
DO,LI,Dominican Republic,Liechtenstein,52,37622,24847,12775,3607,6688
DZ,LI,Algeria,Liechtenstein,3,37622,24847,12775,3607,6688
EC,LI,Ecuador,Liechtenstein,4,37622,24847,12775,3607,6688
EE,LI,Estonia,Liechtenstein,2,37622,24847,12775,3607,6688
EG,LI,Egypt,Liechtenstein,12,37622,24847,12775,3607,6688
EH,LI,Western Sahara,Liechtenstein,0,37622,24847,12775,3607,6688
EL,LI,Greece,Liechtenstein,55,37622,24847,12775,3607,6688
ER,LI,Eritrea,Liechtenstein,18,37622,24847,12775,3607,6688
ES,LI,Spain,Liechtenstein,369,37622,24847,12775,3607,6688
ET,LI,Ethiopia,Liechtenstein,1,37622,24847,12775,3607,6688
FI,LI,Finland,Liechtenstein,10,37622,24847,12775,3607,6688
FJ,LI,Fiji,Liechtenstein,0,37622,24847,12775,3607,6688
FK,LI,Falkland Islands (UK),Liechtenstein,0,37622,24847,12775,3607,6688
FM,LI,Federated States of Micronesia,Liechtenstein,0,37622,24847,12775,3607,6688
FO,LI,Faroes (DK),Liechtenstein,0,37622,24847,12775,3607,6688
FR,LI,France,Liechtenstein,78,37622,24847,12775,3607,6688
GA,LI,Gabon,Liechtenstein,0,37622,24847,12775,3607,6688
GD,LI,Grenada,Liechtenstein,0,37622,24847,12775,3607,6688
GE,LI,Georgia,Liechtenstein,1,37622,24847,12775,3607,6688
GG,LI,Guernsey,Liechtenstein,0,37622,24847,12775,3607,6688
GH,LI,Ghana,Liechtenstein,0,37622,24847,12775,3607,6688
GI,LI,Gibraltar (UK),Liechtenstein,0,37622,24847,12775,3607,6688
GL,LI,Greenland (DK),Liechtenstein,0,37622,24847,12775,3607,6688
GM,LI,"Gambia, The",Liechtenstein,0,37622,24847,12775,3607,6688
GN,LI,Guinea,Liechtenstein,0,37622,24847,12775,3607,6688
GQ,LI,Equatorial Guinea,Liechtenstein,0,37622,24847,12775,3607,6688
GT,LI,Guatemala,Liechtenstein,1,37622,24847,12775,3607,6688
GW,LI,Guinea-Bissau,Liechtenstein,0,37622,24847,12775,3607,6688
GY,LI,Guyana,Liechtenstein,0,37622,24847,12775,3607,6688
HN,LI,Honduras,Liechtenstein,0,37622,24847,12775,3607,6688
HR,LI,Croatia,Liechtenstein,123,37622,24847,12775,3607,6688
HT,LI,Haiti,Liechtenstein,1,37622,24847,12775,3607,6688
HU,LI,Hungary,Liechtenstein,43,37622,24847,12775,3607,6688
ID,LI,Indonesia,Liechtenstein,7,37622,24847,12775,3607,6688
IE,LI,Ireland,Liechtenstein,18,37622,24847,12775,3607,6688
IL,LI,Israel,Liechtenstein,0,37622,24847,12775,3607,6688
IM,LI,Isle of Man,Liechtenstein,0,37622,24847,12775,3607,6688
IN,LI,India,Liechtenstein,13,37622,24847,12775,3607,6688
IQ,LI,Iraq,Liechtenstein,6,37622,24847,12775,3607,6688
IR,LI,Iran,Liechtenstein,3,37622,24847,12775,3607,6688
IS,LI,Iceland,Liechtenstein,1,37622,24847,12775,3607,6688
IT,LI,Italy,Liechtenstein,1188,37622,24847,12775,3607,6688
JE,LI,Jersey,Liechtenstein,0,37622,24847,12775,3607,6688
JM,LI,Jamaica,Liechtenstein,1,37622,24847,12775,3607,6688
JO,LI,Jordan,Liechtenstein,2,37622,24847,12775,3607,6688
JP,LI,Japan,Liechtenstein,7,37622,24847,12775,3607,6688
KE,LI,Kenya,Liechtenstein,3,37622,24847,12775,3607,6688
KG,LI,Kyrgyzstan,Liechtenstein,0,37622,24847,12775,3607,6688
KH,LI,Cambodia,Liechtenstein,1,37622,24847,12775,3607,6688
KI,LI,Kiribati,Liechtenstein,0,37622,24847,12775,3607,6688
KM,LI,Comoros,Liechtenstein,0,37622,24847,12775,3607,6688
KN,LI,Saint Kitts and Nevis,Liechtenstein,1,37622,24847,12775,3607,6688
KP,LI,North Korea,Liechtenstein,0,37622,24847,12775,3607,6688
KR,LI,South Korea,Liechtenstein,1,37622,24847,12775,3607,6688
KW,LI,Kuwait,Liechtenstein,0,37622,24847,12775,3607,6688
KY,LI,Cayman Islands (UK),Liechtenstein,0,37622,24847,12775,3607,6688
KZ,LI,Kazakhstan,Liechtenstein,1,37622,24847,12775,3607,6688
LA,LI,Laos,Liechtenstein,2,37622,24847,12775,3607,6688
LB,LI,Lebanon,Liechtenstein,0,37622,24847,12775,3607,6688
LC,LI,Saint Lucia,Liechtenstein,1,37622,24847,12775,3607,6688
LK,LI,Sri Lanka,Liechtenstein,2,37622,24847,12775,3607,6688
LR,LI,Liberia,Liechtenstein,0,37622,24847,12775,3607,6688
LS,LI,Lesotho,Liechtenstein,0,37622,24847,12775,3607,6688
LT,LI,Lithuania,Liechtenstein,3,37622,24847,12775,3607,6688
LU,LI,Luxembourg,Liechtenstein,4,37622,24847,12775,3607,6688
LV,LI,Latvia,Liechtenstein,2,37622,24847,12775,3607,6688
LY,LI,Libya,Liechtenstein,0,37622,24847,12775,3607,6688
MA,LI,Morocco,Liechtenstein,7,37622,24847,12775,3607,6688
MC,LI,Monaco,Liechtenstein,0,37622,24847,12775,3607,6688
MD,LI,Moldova,Liechtenstein,0,37622,24847,12775,3607,6688
ME,LI,Montenegro,Liechtenstein,9,37622,24847,12775,3607,6688
MG,LI,Madagascar,Liechtenstein,2,37622,24847,12775,3607,6688
MH,LI,Marshall Islands,Liechtenstein,0,37622,24847,12775,3607,6688
MK,LI,"Former Yugoslav Republic of Macedonia, the",Liechtenstein,142,37622,24847,12775,3607,6688
ML,LI,Mali,Liechtenstein,0,37622,24847,12775,3607,6688
MM,LI,Myanmar/Burma,Liechtenstein,0,37622,24847,12775,3607,6688
MN,LI,Mongolia,Liechtenstein,0,37622,24847,12775,3607,6688
MR,LI,Mauritania,Liechtenstein,0,37622,24847,12775,3607,6688
MS,LI,Montserrat (UK),Liechtenstein,0,37622,24847,12775,3607,6688
MT,LI,Malta,Liechtenstein,2,37622,24847,12775,3607,6688
MU,LI,Mauritius,Liechtenstein,1,37622,24847,12775,3607,6688
MV,LI,Maldives,Liechtenstein,2,37622,24847,12775,3607,6688
MW,LI,Malawi,Liechtenstein,0,37622,24847,12775,3607,6688
MX,LI,Mexico,Liechtenstein,17,37622,24847,12775,3607,6688
MY,LI,Malaysia,Liechtenstein,0,37622,24847,12775,3607,6688
MZ,LI,Mozambique,Liechtenstein,0,37622,24847,12775,3607,6688
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,LI,New Caledonia (FR),Liechtenstein,0,37622,24847,12775,3607,6688
NE,LI,Niger,Liechtenstein,0,37622,24847,12775,3607,6688
NG,LI,Nigeria,Liechtenstein,3,37622,24847,12775,3607,6688
NI,LI,Nicaragua,Liechtenstein,0,37622,24847,12775,3607,6688
NL,LI,Netherlands,Liechtenstein,70,37622,24847,12775,3607,6688
NO,LI,Norway,Liechtenstein,7,37622,24847,12775,3607,6688
NP,LI,Nepal,Liechtenstein,3,37622,24847,12775,3607,6688
NR,LI,Nauru,Liechtenstein,0,37622,24847,12775,3607,6688
NZ,LI,New Zealand,Liechtenstein,3,37622,24847,12775,3607,6688
OM,LI,Oman,Liechtenstein,0,37622,24847,12775,3607,6688
PA,LI,Panama,Liechtenstein,1,37622,24847,12775,3607,6688
PE,LI,Peru,Liechtenstein,8,37622,24847,12775,3607,6688
PF,LI,French Polynesia (FR),Liechtenstein,0,37622,24847,12775,3607,6688
PG,LI,Papua New Guinea,Liechtenstein,0,37622,24847,12775,3607,6688
PH,LI,Philippines,Liechtenstein,14,37622,24847,12775,3607,6688
PK,LI,Pakistan,Liechtenstein,2,37622,24847,12775,3607,6688
PL,LI,Poland,Liechtenstein,32,37622,24847,12775,3607,6688
PM,LI,Saint Pierre and Miquelon (FR),Liechtenstein,0,37622,24847,12775,3607,6688
PN,LI,Pitcairn Islands (UK),Liechtenstein,0,37622,24847,12775,3607,6688
PS,LI,Palestine,Liechtenstein,0,37622,24847,12775,3607,6688
PT,LI,Portugal,Liechtenstein,715,37622,24847,12775,3607,6688
PW,LI,Palau,Liechtenstein,0,37622,24847,12775,3607,6688
PY,LI,Paraguay,Liechtenstein,1,37622,24847,12775,3607,6688
QA,LI,Qatar,Liechtenstein,0,37622,24847,12775,3607,6688
RO,LI,Romania,Liechtenstein,12,37622,24847,12775,3607,6688
RS,LI,Serbia,Liechtenstein,272,37622,24847,12775,3607,6688
RU,LI,Russia,Liechtenstein,39,37622,24847,12775,3607,6688
RW,LI,Rwanda,Liechtenstein,0,37622,24847,12775,3607,6688
SA,LI,Saudi Arabia,Liechtenstein,0,37622,24847,12775,3607,6688
SB,LI,Solomon Islands,Liechtenstein,0,37622,24847,12775,3607,6688
SC,LI,Seychelles,Liechtenstein,0,37622,24847,12775,3607,6688
SD,LI,Sudan,Liechtenstein,0,37622,24847,12775,3607,6688
SE,LI,Sweden,Liechtenstein,21,37622,24847,12775,3607,6688
SG,LI,Singapore,Liechtenstein,0,37622,24847,12775,3607,6688
SH,LI,"Saint Helena, Ascension and Tristan da Cunha (UK)",Liechtenstein,0,37622,24847,12775,3607,6688
SI,LI,Slovenia,Liechtenstein,46,37622,24847,12775,3607,6688
SK,LI,Slovakia,Liechtenstein,38,37622,24847,12775,3607,6688
SL,LI,Sierra Leone,Liechtenstein,0,37622,24847,12775,3607,6688
SM,LI,San Marino,Liechtenstein,0,37622,24847,12775,3607,6688
SN,LI,Senegal,Liechtenstein,3,37622,24847,12775,3607,6688
SO,LI,Somalia,Liechtenstein,26,37622,24847,12775,3607,6688
SR,LI,Suriname,Liechtenstein,0,37622,24847,12775,3607,6688
SS,LI,South Sudan,Liechtenstein,0,37622,24847,12775,3607,6688
ST,LI,São Tomé and Príncipe,Liechtenstein,0,37622,24847,12775,3607,6688
SV,LI,El Salvador,Liechtenstein,0,37622,24847,12775,3607,6688
SX,LI,Sint Maarten,Liechtenstein,0,37622,24847,12775,3607,6688
SY,LI,Syria,Liechtenstein,24,37622,24847,12775,3607,6688
SZ,LI,Swaziland,Liechtenstein,0,37622,24847,12775,3607,6688
TC,LI,Turks and Caicos Islands (UK),Liechtenstein,0,37622,24847,12775,3607,6688
TD,LI,Chad,Liechtenstein,0,37622,24847,12775,3607,6688
TG,LI,Togo,Liechtenstein,0,37622,24847,12775,3607,6688
TH,LI,Thailand,Liechtenstein,48,37622,24847,12775,3607,6688
TJ,LI,Tajikistan,Liechtenstein,0,37622,24847,12775,3607,6688
TL,LI,Timor-Leste,Liechtenstein,0,37622,24847,12775,3607,6688
TM,LI,Turkmenistan,Liechtenstein,0,37622,24847,12775,3607,6688
TN,LI,Tunisia,Liechtenstein,13,37622,24847,12775,3607,6688
TO,LI,Tonga,Liechtenstein,0,37622,24847,12775,3607,6688
TR,LI,Turkey,Liechtenstein,696,37622,24847,12775,3607,6688
TT,LI,Trinidad and Tobago,Liechtenstein,1,37622,24847,12775,3607,6688
TV,LI,Tuvalu,Liechtenstein,0,37622,24847,12775,3607,6688
TW,LI,Taiwan,Liechtenstein,2,37622,24847,12775,3607,6688
TZ,LI,Tanzania,Liechtenstein,0,37622,24847,12775,3607,6688
UA,LI,Ukraine,Liechtenstein,32,37622,24847,12775,3607,6688
UG,LI,Uganda,Liechtenstein,0,37622,24847,12775,3607,6688
UK,LI,United Kingdom,Liechtenstein,51,37622,24847,12775,3607,6688
US,LI,United States,Liechtenstein,28,37622,24847,12775,3607,6688
UY,LI,Uruguay,Liechtenstein,1,37622,24847,12775,3607,6688
UZ,LI,Uzbekistan,Liechtenstein,2,37622,24847,12775,3607,6688
VA,LI,Vatican City State,Liechtenstein,0,37622,24847,12775,3607,6688
VC,LI,Saint Vincent and the Grenadines,Liechtenstein,0,37622,24847,12775,3607,6688
VE,LI,Venezuela,Liechtenstein,2,37622,24847,12775,3607,6688
VG,LI,British Virgin Islands (UK),Liechtenstein,0,37622,24847,12775,3607,6688
VN,LI,Vietnam,Liechtenstein,1,37622,24847,12775,3607,6688
VU,LI,Vanuatu,Liechtenstein,0,37622,24847,12775,3607,6688
WF,LI,Wallis and Futuna (FR),Liechtenstein,0,37622,24847,12775,3607,6688
WS,LI,Samoa,Liechtenstein,0,37622,24847,12775,3607,6688
XK,LI,Kosovo (under United Nations Security Council Resolution 1244/99),Liechtenstein,410,37622,24847,12775,3607,6688
YE,LI,Yemen,Liechtenstein,0,37622,24847,12775,3607,6688
ZA,LI,South Africa,Liechtenstein,10,37622,24847,12775,3607,6688
ZM,LI,Zambia,Liechtenstein,0,37622,24847,12775,3607,6688
ZW,LI,Zimbabwe,Liechtenstein,2,37622,24847,12775,3607,6688
AD,LT,Andorra,Lithuania,0,2888558,2869876,18682,135,4949
AE,LT,United Arab Emirates,Lithuania,0,2888558,2869876,18682,135,4949
AF,LT,Afghanistan,Lithuania,5,2888558,2869876,18682,135,4949
AG,LT,Antigua and Barbuda,Lithuania,0,2888558,2869876,18682,135,4949
AI,LT,Anguilla (UK),Lithuania,0,2888558,2869876,18682,135,4949
AL,LT,Albania,Lithuania,0,2888558,2869876,18682,135,4949
AM,LT,Armenia,Lithuania,218,2888558,2869876,18682,135,4949
AN,LT,Former Netherlands Antilles,Lithuania,0,2888558,2869876,18682,135,4949
AO,LT,Angola,Lithuania,0,2888558,2869876,18682,135,4949
AR,LT,Argentina,Lithuania,1,2888558,2869876,18682,135,4949
AT,LT,Austria,Lithuania,26,2888558,2869876,18682,135,4949
AU,LT,Australia,Lithuania,0,2888558,2869876,18682,135,4949
AW,LT,Aruba (NL),Lithuania,0,2888558,2869876,18682,135,4949
AZ,LT,Azerbaijan,Lithuania,40,2888558,2869876,18682,135,4949
BA,LT,Bosnia and Herzegovina,Lithuania,0,2888558,2869876,18682,135,4949
BB,LT,Barbados,Lithuania,1,2888558,2869876,18682,135,4949
BD,LT,Bangladesh,Lithuania,3,2888558,2869876,18682,135,4949
BE,LT,Belgium,Lithuania,59,2888558,2869876,18682,135,4949
BF,LT,Burkina Faso,Lithuania,0,2888558,2869876,18682,135,4949
BG,LT,Bulgaria,Lithuania,87,2888558,2869876,18682,135,4949
BH,LT,Bahrain,Lithuania,1,2888558,2869876,18682,135,4949
BI,LT,Burundi,Lithuania,0,2888558,2869876,18682,135,4949
BJ,LT,Benin,Lithuania,0,2888558,2869876,18682,135,4949
BL,LT,Saint-Barthélemy (FR),Lithuania,0,2888558,2869876,18682,135,4949
BM,LT,Bermuda (UK),Lithuania,0,2888558,2869876,18682,135,4949
BN,LT,Brunei Darussalam,Lithuania,0,2888558,2869876,18682,135,4949
BO,LT,Bolivia,Lithuania,3,2888558,2869876,18682,135,4949
BQ,LT,"Bonaire, Saint Eustatius and Saba",Lithuania,0,2888558,2869876,18682,135,4949
BR,LT,Brazil,Lithuania,0,2888558,2869876,18682,135,4949
BS,LT,Bahamas,Lithuania,1,2888558,2869876,18682,135,4949
BT,LT,Bhutan,Lithuania,0,2888558,2869876,18682,135,4949
BW,LT,Botswana,Lithuania,0,2888558,2869876,18682,135,4949
BY,LT,Belarus,Lithuania,813,2888558,2869876,18682,135,4949
BZ,LT,Belize,Lithuania,1,2888558,2869876,18682,135,4949
CA,LT,Canada,Lithuania,0,2888558,2869876,18682,135,4949
CD,LT,Democratic Republic of the Congo,Lithuania,0,2888558,2869876,18682,135,4949
CF,LT,Central African Republic,Lithuania,0,2888558,2869876,18682,135,4949
CG,LT,Congo,Lithuania,3,2888558,2869876,18682,135,4949
CH,LT,Switzerland,Lithuania,22,2888558,2869876,18682,135,4949
CI,LT,Côte d'Ivoire,Lithuania,0,2888558,2869876,18682,135,4949
CL,LT,Chile,Lithuania,0,2888558,2869876,18682,135,4949
CM,LT,Cameroon,Lithuania,0,2888558,2869876,18682,135,4949
CN,LT,China (including Hong Kong),Lithuania,23,2888558,2869876,18682,135,4949
CO,LT,Colombia,Lithuania,3,2888558,2869876,18682,135,4949
CR,LT,Costa Rica,Lithuania,0,2888558,2869876,18682,135,4949
CU,LT,Cuba,Lithuania,0,2888558,2869876,18682,135,4949
CV,LT,Cape Verde,Lithuania,0,2888558,2869876,18682,135,4949
CW,LT,Curaçao,Lithuania,0,2888558,2869876,18682,135,4949
CY,LT,Cyprus,Lithuania,3,2888558,2869876,18682,135,4949
CZ,LT,Czech Republic,Lithuania,34,2888558,2869876,18682,135,4949
DE,LT,Germany (until 1990 former territory of the FRG),Lithuania,509,2888558,2869876,18682,135,4949
DJ,LT,Djibouti,Lithuania,0,2888558,2869876,18682,135,4949
DK,LT,Denmark,Lithuania,125,2888558,2869876,18682,135,4949
DM,LT,Dominica,Lithuania,0,2888558,2869876,18682,135,4949
DO,LT,Dominican Republic,Lithuania,1,2888558,2869876,18682,135,4949
DZ,LT,Algeria,Lithuania,1,2888558,2869876,18682,135,4949
EC,LT,Ecuador,Lithuania,2,2888558,2869876,18682,135,4949
EE,LT,Estonia,Lithuania,129,2888558,2869876,18682,135,4949
EG,LT,Egypt,Lithuania,26,2888558,2869876,18682,135,4949
EH,LT,Western Sahara,Lithuania,0,2888558,2869876,18682,135,4949
EL,LT,Greece,Lithuania,42,2888558,2869876,18682,135,4949
ER,LT,Eritrea,Lithuania,9,2888558,2869876,18682,135,4949
ES,LT,Spain,Lithuania,220,2888558,2869876,18682,135,4949
ET,LT,Ethiopia,Lithuania,2,2888558,2869876,18682,135,4949
FI,LT,Finland,Lithuania,68,2888558,2869876,18682,135,4949
FJ,LT,Fiji,Lithuania,0,2888558,2869876,18682,135,4949
FK,LT,Falkland Islands (UK),Lithuania,0,2888558,2869876,18682,135,4949
FM,LT,Federated States of Micronesia,Lithuania,0,2888558,2869876,18682,135,4949
FO,LT,Faroes (DK),Lithuania,0,2888558,2869876,18682,135,4949
FR,LT,France,Lithuania,204,2888558,2869876,18682,135,4949
GA,LT,Gabon,Lithuania,0,2888558,2869876,18682,135,4949
GD,LT,Grenada,Lithuania,0,2888558,2869876,18682,135,4949
GE,LT,Georgia,Lithuania,75,2888558,2869876,18682,135,4949
GG,LT,Guernsey,Lithuania,0,2888558,2869876,18682,135,4949
GH,LT,Ghana,Lithuania,0,2888558,2869876,18682,135,4949
GI,LT,Gibraltar (UK),Lithuania,0,2888558,2869876,18682,135,4949
GL,LT,Greenland (DK),Lithuania,0,2888558,2869876,18682,135,4949
GM,LT,"Gambia, The",Lithuania,1,2888558,2869876,18682,135,4949
GN,LT,Guinea,Lithuania,1,2888558,2869876,18682,135,4949
GQ,LT,Equatorial Guinea,Lithuania,0,2888558,2869876,18682,135,4949
GT,LT,Guatemala,Lithuania,0,2888558,2869876,18682,135,4949
GW,LT,Guinea-Bissau,Lithuania,0,2888558,2869876,18682,135,4949
GY,LT,Guyana,Lithuania,0,2888558,2869876,18682,135,4949
HN,LT,Honduras,Lithuania,2,2888558,2869876,18682,135,4949
HR,LT,Croatia,Lithuania,35,2888558,2869876,18682,135,4949
HT,LT,Haiti,Lithuania,0,2888558,2869876,18682,135,4949
HU,LT,Hungary,Lithuania,38,2888558,2869876,18682,135,4949
ID,LT,Indonesia,Lithuania,2,2888558,2869876,18682,135,4949
IE,LT,Ireland,Lithuania,58,2888558,2869876,18682,135,4949
IL,LT,Israel,Lithuania,0,2888558,2869876,18682,135,4949
IM,LT,Isle of Man,Lithuania,0,2888558,2869876,18682,135,4949
IN,LT,India,Lithuania,0,2888558,2869876,18682,135,4949
IQ,LT,Iraq,Lithuania,9,2888558,2869876,18682,135,4949
IR,LT,Iran,Lithuania,90,2888558,2869876,18682,135,4949
IS,LT,Iceland,Lithuania,22,2888558,2869876,18682,135,4949
IT,LT,Italy,Lithuania,263,2888558,2869876,18682,135,4949
JE,LT,Jersey,Lithuania,0,2888558,2869876,18682,135,4949
JM,LT,Jamaica,Lithuania,0,2888558,2869876,18682,135,4949
JO,LT,Jordan,Lithuania,1,2888558,2869876,18682,135,4949
JP,LT,Japan,Lithuania,6,2888558,2869876,18682,135,4949
KE,LT,Kenya,Lithuania,1,2888558,2869876,18682,135,4949
KG,LT,Kyrgyzstan,Lithuania,5,2888558,2869876,18682,135,4949
KH,LT,Cambodia,Lithuania,3,2888558,2869876,18682,135,4949
KI,LT,Kiribati,Lithuania,0,2888558,2869876,18682,135,4949
KM,LT,Comoros,Lithuania,0,2888558,2869876,18682,135,4949
KN,LT,Saint Kitts and Nevis,Lithuania,0,2888558,2869876,18682,135,4949
KP,LT,North Korea,Lithuania,0,2888558,2869876,18682,135,4949
KR,LT,South Korea,Lithuania,0,2888558,2869876,18682,135,4949
KW,LT,Kuwait,Lithuania,0,2888558,2869876,18682,135,4949
KY,LT,Cayman Islands (UK),Lithuania,0,2888558,2869876,18682,135,4949
KZ,LT,Kazakhstan,Lithuania,171,2888558,2869876,18682,135,4949
LA,LT,Laos,Lithuania,0,2888558,2869876,18682,135,4949
LB,LT,Lebanon,Lithuania,3,2888558,2869876,18682,135,4949
LC,LT,Saint Lucia,Lithuania,0,2888558,2869876,18682,135,4949
LI,LT,Liechtenstein,Lithuania,0,2888558,2869876,18682,135,4949
LK,LT,Sri Lanka,Lithuania,0,2888558,2869876,18682,135,4949
LR,LT,Liberia,Lithuania,0,2888558,2869876,18682,135,4949
LS,LT,Lesotho,Lithuania,0,2888558,2869876,18682,135,4949
LU,LT,Luxembourg,Lithuania,2,2888558,2869876,18682,135,4949
LV,LT,Latvia,Lithuania,851,2888558,2869876,18682,135,4949
LY,LT,Libya,Lithuania,7,2888558,2869876,18682,135,4949
MA,LT,Morocco,Lithuania,5,2888558,2869876,18682,135,4949
MC,LT,Monaco,Lithuania,0,2888558,2869876,18682,135,4949
MD,LT,Moldova,Lithuania,4,2888558,2869876,18682,135,4949
ME,LT,Montenegro,Lithuania,1,2888558,2869876,18682,135,4949
MG,LT,Madagascar,Lithuania,1,2888558,2869876,18682,135,4949
MH,LT,Marshall Islands,Lithuania,0,2888558,2869876,18682,135,4949
