citizen_code,geo_code,citizen,geo,values,TOTAL,NAT,FOR,EFTA_FOR,EU28_FOR
VN,PT,Vietnam,Portugal,77,10341330,9952599,388731,1843,105231
VU,PT,Vanuatu,Portugal,0,10341330,9952599,388731,1843,105231
WF,PT,Wallis and Futuna (FR),Portugal,0,10341330,9952599,388731,1843,105231
WS,PT,Samoa,Portugal,1,10341330,9952599,388731,1843,105231
XK,PT,Kosovo (under United Nations Security Council Resolution 1244/99),Portugal,0,10341330,9952599,388731,1843,105231
YE,PT,Yemen,Portugal,18,10341330,9952599,388731,1843,105231
ZA,PT,South Africa,Portugal,635,10341330,9952599,388731,1843,105231
ZM,PT,Zambia,Portugal,7,10341330,9952599,388731,1843,105231
ZW,PT,Zimbabwe,Portugal,38,10341330,9952599,388731,1843,105231
AD,RO,Andorra,Romania,0,19760314,19653079,107187,575,48030
AE,RO,United Arab Emirates,Romania,8,19760314,19653079,107187,575,48030
AF,RO,Afghanistan,Romania,225,19760314,19653079,107187,575,48030
AG,RO,Antigua and Barbuda,Romania,0,19760314,19653079,107187,575,48030
AI,RO,Anguilla (UK),Romania,0,19760314,19653079,107187,575,48030
AL,RO,Albania,Romania,908,19760314,19653079,107187,575,48030
AM,RO,Armenia,Romania,123,19760314,19653079,107187,575,48030
AN,RO,Former Netherlands Antilles,Romania,0,19760314,19653079,107187,575,48030
AO,RO,Angola,Romania,117,19760314,19653079,107187,575,48030
AR,RO,Argentina,Romania,91,19760314,19653079,107187,575,48030
AT,RO,Austria,Romania,1651,19760314,19653079,107187,575,48030
AU,RO,Australia,Romania,129,19760314,19653079,107187,575,48030
AW,RO,Aruba (NL),Romania,0,19760314,19653079,107187,575,48030
AZ,RO,Azerbaijan,Romania,83,19760314,19653079,107187,575,48030
BA,RO,Bosnia and Herzegovina,Romania,73,19760314,19653079,107187,575,48030
BB,RO,Barbados,Romania,1,19760314,19653079,107187,575,48030
BD,RO,Bangladesh,Romania,57,19760314,19653079,107187,575,48030
BE,RO,Belgium,Romania,694,19760314,19653079,107187,575,48030
BF,RO,Burkina Faso,Romania,4,19760314,19653079,107187,575,48030
BG,RO,Bulgaria,Romania,2223,19760314,19653079,107187,575,48030
BH,RO,Bahrain,Romania,7,19760314,19653079,107187,575,48030
BI,RO,Burundi,Romania,8,19760314,19653079,107187,575,48030
BJ,RO,Benin,Romania,5,19760314,19653079,107187,575,48030
BL,RO,Saint-Barthélemy (FR),Romania,0,19760314,19653079,107187,575,48030
BM,RO,Bermuda (UK),Romania,0,19760314,19653079,107187,575,48030
BN,RO,Brunei Darussalam,Romania,0,19760314,19653079,107187,575,48030
BO,RO,Bolivia,Romania,22,19760314,19653079,107187,575,48030
BQ,RO,"Bonaire, Saint Eustatius and Saba",Romania,0,19760314,19653079,107187,575,48030
BR,RO,Brazil,Romania,207,19760314,19653079,107187,575,48030
BS,RO,Bahamas,Romania,0,19760314,19653079,107187,575,48030
BT,RO,Bhutan,Romania,0,19760314,19653079,107187,575,48030
BW,RO,Botswana,Romania,0,19760314,19653079,107187,575,48030
BY,RO,Belarus,Romania,85,19760314,19653079,107187,575,48030
BZ,RO,Belize,Romania,0,19760314,19653079,107187,575,48030
CA,RO,Canada,Romania,358,19760314,19653079,107187,575,48030
CD,RO,Democratic Republic of the Congo,Romania,44,19760314,19653079,107187,575,48030
CF,RO,Central African Republic,Romania,11,19760314,19653079,107187,575,48030
CG,RO,Congo,Romania,49,19760314,19653079,107187,575,48030
CH,RO,Switzerland,Romania,73,19760314,19653079,107187,575,48030
CI,RO,Côte d'Ivoire,Romania,26,19760314,19653079,107187,575,48030
CL,RO,Chile,Romania,56,19760314,19653079,107187,575,48030
CM,RO,Cameroon,Romania,117,19760314,19653079,107187,575,48030
CN,RO,China (including Hong Kong),Romania,7296,19760314,19653079,107187,575,48030
CO,RO,Colombia,Romania,93,19760314,19653079,107187,575,48030
CR,RO,Costa Rica,Romania,17,19760314,19653079,107187,575,48030
CU,RO,Cuba,Romania,73,19760314,19653079,107187,575,48030
CV,RO,Cape Verde,Romania,4,19760314,19653079,107187,575,48030
CW,RO,Curaçao,Romania,0,19760314,19653079,107187,575,48030
CY,RO,Cyprus,Romania,130,19760314,19653079,107187,575,48030
CZ,RO,Czech Republic,Romania,316,19760314,19653079,107187,575,48030
DE,RO,Germany (until 1990 former territory of the FRG),Romania,4765,19760314,19653079,107187,575,48030
DJ,RO,Djibouti,Romania,6,19760314,19653079,107187,575,48030
DK,RO,Denmark,Romania,325,19760314,19653079,107187,575,48030
DM,RO,Dominica,Romania,2,19760314,19653079,107187,575,48030
DO,RO,Dominican Republic,Romania,20,19760314,19653079,107187,575,48030
DZ,RO,Algeria,Romania,299,19760314,19653079,107187,575,48030
EC,RO,Ecuador,Romania,63,19760314,19653079,107187,575,48030
EE,RO,Estonia,Romania,48,19760314,19653079,107187,575,48030
EG,RO,Egypt,Romania,872,19760314,19653079,107187,575,48030
EH,RO,Western Sahara,Romania,0,19760314,19653079,107187,575,48030
EL,RO,Greece,Romania,2581,19760314,19653079,107187,575,48030
ER,RO,Eritrea,Romania,3,19760314,19653079,107187,575,48030
ES,RO,Spain,Romania,2295,19760314,19653079,107187,575,48030
ET,RO,Ethiopia,Romania,23,19760314,19653079,107187,575,48030
FI,RO,Finland,Romania,132,19760314,19653079,107187,575,48030
FJ,RO,Fiji,Romania,11,19760314,19653079,107187,575,48030
FK,RO,Falkland Islands (UK),Romania,0,19760314,19653079,107187,575,48030
FM,RO,Federated States of Micronesia,Romania,0,19760314,19653079,107187,575,48030
FO,RO,Faroes (DK),Romania,0,19760314,19653079,107187,575,48030
FR,RO,France,Romania,5239,19760314,19653079,107187,575,48030
GA,RO,Gabon,Romania,8,19760314,19653079,107187,575,48030
GD,RO,Grenada,Romania,4,19760314,19653079,107187,575,48030
GE,RO,Georgia,Romania,51,19760314,19653079,107187,575,48030
GG,RO,Guernsey,Romania,0,19760314,19653079,107187,575,48030
GH,RO,Ghana,Romania,26,19760314,19653079,107187,575,48030
GI,RO,Gibraltar (UK),Romania,0,19760314,19653079,107187,575,48030
GL,RO,Greenland (DK),Romania,0,19760314,19653079,107187,575,48030
GM,RO,"Gambia, The",Romania,4,19760314,19653079,107187,575,48030
GN,RO,Guinea,Romania,29,19760314,19653079,107187,575,48030
GQ,RO,Equatorial Guinea,Romania,0,19760314,19653079,107187,575,48030
GT,RO,Guatemala,Romania,9,19760314,19653079,107187,575,48030
GW,RO,Guinea-Bissau,Romania,1,19760314,19653079,107187,575,48030
GY,RO,Guyana,Romania,1,19760314,19653079,107187,575,48030
HN,RO,Honduras,Romania,19,19760314,19653079,107187,575,48030
HR,RO,Croatia,Romania,231,19760314,19653079,107187,575,48030
HT,RO,Haiti,Romania,4,19760314,19653079,107187,575,48030
HU,RO,Hungary,Romania,4040,19760314,19653079,107187,575,48030
ID,RO,Indonesia,Romania,79,19760314,19653079,107187,575,48030
IE,RO,Ireland,Romania,212,19760314,19653079,107187,575,48030
IL,RO,Israel,Romania,2459,19760314,19653079,107187,575,48030
IM,RO,Isle of Man,Romania,0,19760314,19653079,107187,575,48030
IN,RO,India,Romania,781,19760314,19653079,107187,575,48030
IQ,RO,Iraq,Romania,2152,19760314,19653079,107187,575,48030
IR,RO,Iran,Romania,1162,19760314,19653079,107187,575,48030
IS,RO,Iceland,Romania,4,19760314,19653079,107187,575,48030
IT,RO,Italy,Romania,14612,19760314,19653079,107187,575,48030
JE,RO,Jersey,Romania,0,19760314,19653079,107187,575,48030
JM,RO,Jamaica,Romania,7,19760314,19653079,107187,575,48030
JO,RO,Jordan,Romania,934,19760314,19653079,107187,575,48030
JP,RO,Japan,Romania,226,19760314,19653079,107187,575,48030
KE,RO,Kenya,Romania,56,19760314,19653079,107187,575,48030
KG,RO,Kyrgyzstan,Romania,11,19760314,19653079,107187,575,48030
KH,RO,Cambodia,Romania,4,19760314,19653079,107187,575,48030
KI,RO,Kiribati,Romania,0,19760314,19653079,107187,575,48030
KM,RO,Comoros,Romania,1,19760314,19653079,107187,575,48030
KN,RO,Saint Kitts and Nevis,Romania,0,19760314,19653079,107187,575,48030
KP,RO,North Korea,Romania,16,19760314,19653079,107187,575,48030
KR,RO,South Korea,Romania,366,19760314,19653079,107187,575,48030
KW,RO,Kuwait,Romania,13,19760314,19653079,107187,575,48030
KY,RO,Cayman Islands (UK),Romania,0,19760314,19653079,107187,575,48030
KZ,RO,Kazakhstan,Romania,195,19760314,19653079,107187,575,48030
LA,RO,Laos,Romania,0,19760314,19653079,107187,575,48030
LB,RO,Lebanon,Romania,1300,19760314,19653079,107187,575,48030
LC,RO,Saint Lucia,Romania,0,19760314,19653079,107187,575,48030
LI,RO,Liechtenstein,Romania,287,19760314,19653079,107187,575,48030
LK,RO,Sri Lanka,Romania,112,19760314,19653079,107187,575,48030
LR,RO,Liberia,Romania,7,19760314,19653079,107187,575,48030
LS,RO,Lesotho,Romania,0,19760314,19653079,107187,575,48030
LT,RO,Lithuania,Romania,187,19760314,19653079,107187,575,48030
LU,RO,Luxembourg,Romania,21,19760314,19653079,107187,575,48030
LV,RO,Latvia,Romania,93,19760314,19653079,107187,575,48030
LY,RO,Libya,Romania,72,19760314,19653079,107187,575,48030
MA,RO,Morocco,Romania,1193,19760314,19653079,107187,575,48030
MC,RO,Monaco,Romania,0,19760314,19653079,107187,575,48030
MD,RO,Moldova,Romania,9333,19760314,19653079,107187,575,48030
ME,RO,Montenegro,Romania,21,19760314,19653079,107187,575,48030
MG,RO,Madagascar,Romania,6,19760314,19653079,107187,575,48030
MH,RO,Marshall Islands,Romania,0,19760314,19653079,107187,575,48030
MK,RO,"Former Yugoslav Republic of Macedonia, the",Romania,208,19760314,19653079,107187,575,48030
ML,RO,Mali,Romania,6,19760314,19653079,107187,575,48030
MM,RO,Myanmar/Burma,Romania,45,19760314,19653079,107187,575,48030
MN,RO,Mongolia,Romania,28,19760314,19653079,107187,575,48030
MR,RO,Mauritania,Romania,5,19760314,19653079,107187,575,48030
MS,RO,Montserrat (UK),Romania,0,19760314,19653079,107187,575,48030
MT,RO,Malta,Romania,16,19760314,19653079,107187,575,48030
MU,RO,Mauritius,Romania,92,19760314,19653079,107187,575,48030
MV,RO,Maldives,Romania,2,19760314,19653079,107187,575,48030
MW,RO,Malawi,Romania,0,19760314,19653079,107187,575,48030
MX,RO,Mexico,Romania,127,19760314,19653079,107187,575,48030
MY,RO,Malaysia,Romania,49,19760314,19653079,107187,575,48030
MZ,RO,Mozambique,Romania,3,19760314,19653079,107187,575,48030
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,RO,New Caledonia (FR),Romania,0,19760314,19653079,107187,575,48030
NE,RO,Niger,Romania,0,19760314,19653079,107187,575,48030
NG,RO,Nigeria,Romania,721,19760314,19653079,107187,575,48030
NI,RO,Nicaragua,Romania,4,19760314,19653079,107187,575,48030
NL,RO,Netherlands,Romania,1422,19760314,19653079,107187,575,48030
NO,RO,Norway,Romania,211,19760314,19653079,107187,575,48030
NP,RO,Nepal,Romania,77,19760314,19653079,107187,575,48030
NR,RO,Nauru,Romania,0,19760314,19653079,107187,575,48030
NZ,RO,New Zealand,Romania,34,19760314,19653079,107187,575,48030
OM,RO,Oman,Romania,5,19760314,19653079,107187,575,48030
PA,RO,Panama,Romania,6,19760314,19653079,107187,575,48030
PE,RO,Peru,Romania,121,19760314,19653079,107187,575,48030
PF,RO,French Polynesia (FR),Romania,0,19760314,19653079,107187,575,48030
PG,RO,Papua New Guinea,Romania,0,19760314,19653079,107187,575,48030
PH,RO,Philippines,Romania,719,19760314,19653079,107187,575,48030
PK,RO,Pakistan,Romania,683,19760314,19653079,107187,575,48030
PL,RO,Poland,Romania,2105,19760314,19653079,107187,575,48030
PM,RO,Saint Pierre and Miquelon (FR),Romania,0,19760314,19653079,107187,575,48030
PN,RO,Pitcairn Islands (UK),Romania,0,19760314,19653079,107187,575,48030
PS,RO,Palestine,Romania,488,19760314,19653079,107187,575,48030
PT,RO,Portugal,Romania,986,19760314,19653079,107187,575,48030
PW,RO,Palau,Romania,0,19760314,19653079,107187,575,48030
PY,RO,Paraguay,Romania,19,19760314,19653079,107187,575,48030
QA,RO,Qatar,Romania,1,19760314,19653079,107187,575,48030
RS,RO,Serbia,Romania,1706,19760314,19653079,107187,575,48030
RU,RO,Russia,Romania,789,19760314,19653079,107187,575,48030
RW,RO,Rwanda,Romania,17,19760314,19653079,107187,575,48030
SA,RO,Saudi Arabia,Romania,29,19760314,19653079,107187,575,48030
SB,RO,Solomon Islands,Romania,0,19760314,19653079,107187,575,48030
SC,RO,Seychelles,Romania,1,19760314,19653079,107187,575,48030
SD,RO,Sudan,Romania,131,19760314,19653079,107187,575,48030
SE,RO,Sweden,Romania,967,19760314,19653079,107187,575,48030
SG,RO,Singapore,Romania,11,19760314,19653079,107187,575,48030
SH,RO,"Saint Helena, Ascension and Tristan da Cunha (UK)",Romania,0,19760314,19653079,107187,575,48030
SI,RO,Slovenia,Romania,0,19760314,19653079,107187,575,48030
SK,RO,Slovakia,Romania,424,19760314,19653079,107187,575,48030
SL,RO,Sierra Leone,Romania,9,19760314,19653079,107187,575,48030
SM,RO,San Marino,Romania,0,19760314,19653079,107187,575,48030
SN,RO,Senegal,Romania,30,19760314,19653079,107187,575,48030
SO,RO,Somalia,Romania,25,19760314,19653079,107187,575,48030
SR,RO,Suriname,Romania,1,19760314,19653079,107187,575,48030
SS,RO,South Sudan,Romania,1,19760314,19653079,107187,575,48030
ST,RO,São Tomé and Príncipe,Romania,0,19760314,19653079,107187,575,48030
SV,RO,El Salvador,Romania,13,19760314,19653079,107187,575,48030
SX,RO,Sint Maarten,Romania,0,19760314,19653079,107187,575,48030
SY,RO,Syria,Romania,4461,19760314,19653079,107187,575,48030
SZ,RO,Swaziland,Romania,1,19760314,19653079,107187,575,48030
TC,RO,Turks and Caicos Islands (UK),Romania,0,19760314,19653079,107187,575,48030
TD,RO,Chad,Romania,1,19760314,19653079,107187,575,48030
TG,RO,Togo,Romania,4,19760314,19653079,107187,575,48030
TH,RO,Thailand,Romania,130,19760314,19653079,107187,575,48030
TJ,RO,Tajikistan,Romania,0,19760314,19653079,107187,575,48030
TL,RO,Timor-Leste,Romania,0,19760314,19653079,107187,575,48030
TM,RO,Turkmenistan,Romania,160,19760314,19653079,107187,575,48030
TN,RO,Tunisia,Romania,1682,19760314,19653079,107187,575,48030
TO,RO,Tonga,Romania,19,19760314,19653079,107187,575,48030
TR,RO,Turkey,Romania,8440,19760314,19653079,107187,575,48030
TT,RO,Trinidad and Tobago,Romania,6,19760314,19653079,107187,575,48030
TV,RO,Tuvalu,Romania,0,19760314,19653079,107187,575,48030
TW,RO,Taiwan,Romania,3,19760314,19653079,107187,575,48030
TZ,RO,Tanzania,Romania,7,19760314,19653079,107187,575,48030
UA,RO,Ukraine,Romania,1771,19760314,19653079,107187,575,48030
UG,RO,Uganda,Romania,6,19760314,19653079,107187,575,48030
UK,RO,United Kingdom,Romania,2303,19760314,19653079,107187,575,48030
US,RO,United States,Romania,1984,19760314,19653079,107187,575,48030
UY,RO,Uruguay,Romania,12,19760314,19653079,107187,575,48030
UZ,RO,Uzbekistan,Romania,16,19760314,19653079,107187,575,48030
VA,RO,Vatican City State,Romania,0,19760314,19653079,107187,575,48030
VC,RO,Saint Vincent and the Grenadines,Romania,0,19760314,19653079,107187,575,48030
VE,RO,Venezuela,Romania,91,19760314,19653079,107187,575,48030
VG,RO,British Virgin Islands (UK),Romania,0,19760314,19653079,107187,575,48030
VN,RO,Vietnam,Romania,801,19760314,19653079,107187,575,48030
VU,RO,Vanuatu,Romania,0,19760314,19653079,107187,575,48030
WF,RO,Wallis and Futuna (FR),Romania,0,19760314,19653079,107187,575,48030
WS,RO,Samoa,Romania,1,19760314,19653079,107187,575,48030
XK,RO,Kosovo (under United Nations Security Council Resolution 1244/99),Romania,0,19760314,19653079,107187,575,48030
YE,RO,Yemen,Romania,80,19760314,19653079,107187,575,48030
ZA,RO,South Africa,Romania,108,19760314,19653079,107187,575,48030
ZM,RO,Zambia,Romania,6,19760314,19653079,107187,575,48030
ZW,RO,Zimbabwe,Romania,27,19760314,19653079,107187,575,48030
AD,SE,Andorra,Sweden,2,9851017,9068184,773232,41005,303988
AE,SE,United Arab Emirates,Sweden,18,9851017,9068184,773232,41005,303988
AF,SE,Afghanistan,Sweden,26032,9851017,9068184,773232,41005,303988
AG,SE,Antigua and Barbuda,Sweden,2,9851017,9068184,773232,41005,303988
AI,SE,Anguilla (UK),Sweden,0,9851017,9068184,773232,41005,303988
AL,SE,Albania,Sweden,1496,9851017,9068184,773232,41005,303988
AM,SE,Armenia,Sweden,1541,9851017,9068184,773232,41005,303988
AO,SE,Angola,Sweden,179,9851017,9068184,773232,41005,303988
AR,SE,Argentina,Sweden,442,9851017,9068184,773232,41005,303988
AT,SE,Austria,Sweden,3296,9851017,9068184,773232,41005,303988
AU,SE,Australia,Sweden,1893,9851017,9068184,773232,41005,303988
AZ,SE,Azerbaijan,Sweden,1707,9851017,9068184,773232,41005,303988
BA,SE,Bosnia and Herzegovina,Sweden,6415,9851017,9068184,773232,41005,303988
BB,SE,Barbados,Sweden,39,9851017,9068184,773232,41005,303988
BD,SE,Bangladesh,Sweden,3713,9851017,9068184,773232,41005,303988
BE,SE,Belgium,Sweden,1526,9851017,9068184,773232,41005,303988
BF,SE,Burkina Faso,Sweden,40,9851017,9068184,773232,41005,303988
BG,SE,Bulgaria,Sweden,5978,9851017,9068184,773232,41005,303988
BH,SE,Bahrain,Sweden,25,9851017,9068184,773232,41005,303988
BI,SE,Burundi,Sweden,824,9851017,9068184,773232,41005,303988
BJ,SE,Benin,Sweden,35,9851017,9068184,773232,41005,303988
BM,SE,Bermuda (UK),Sweden,0,9851017,9068184,773232,41005,303988
BN,SE,Brunei Darussalam,Sweden,1,9851017,9068184,773232,41005,303988
BO,SE,Bolivia,Sweden,1482,9851017,9068184,773232,41005,303988
BR,SE,Brazil,Sweden,2484,9851017,9068184,773232,41005,303988
BS,SE,Bahamas,Sweden,6,9851017,9068184,773232,41005,303988
BT,SE,Bhutan,Sweden,14,9851017,9068184,773232,41005,303988
BW,SE,Botswana,Sweden,28,9851017,9068184,773232,41005,303988
BY,SE,Belarus,Sweden,1552,9851017,9068184,773232,41005,303988
BZ,SE,Belize,Sweden,9,9851017,9068184,773232,41005,303988
CA,SE,Canada,Sweden,1969,9851017,9068184,773232,41005,303988
CD,SE,Democratic Republic of the Congo,Sweden,2206,9851017,9068184,773232,41005,303988
CF,SE,Central African Republic,Sweden,47,9851017,9068184,773232,41005,303988
CG,SE,Congo,Sweden,373,9851017,9068184,773232,41005,303988
CH,SE,Switzerland,Sweden,1973,9851017,9068184,773232,41005,303988
CI,SE,Côte d'Ivoire,Sweden,419,9851017,9068184,773232,41005,303988
CL,SE,Chile,Sweden,5596,9851017,9068184,773232,41005,303988
CM,SE,Cameroon,Sweden,971,9851017,9068184,773232,41005,303988
CN,SE,China (including Hong Kong),Sweden,16646,9851017,9068184,773232,41005,303988
CO,SE,Colombia,Sweden,1874,9851017,9068184,773232,41005,303988
CR,SE,Costa Rica,Sweden,108,9851017,9068184,773232,41005,303988
CU,SE,Cuba,Sweden,735,9851017,9068184,773232,41005,303988
CV,SE,Cape Verde,Sweden,63,9851017,9068184,773232,41005,303988
CY,SE,Cyprus,Sweden,274,9851017,9068184,773232,41005,303988
CZ,SE,Czech Republic,Sweden,1477,9851017,9068184,773232,41005,303988
DE,SE,Germany (until 1990 former territory of the FRG),Sweden,28227,9851017,9068184,773232,41005,303988
DJ,SE,Djibouti,Sweden,198,9851017,9068184,773232,41005,303988
DK,SE,Denmark,Sweden,37104,9851017,9068184,773232,41005,303988
DM,SE,Dominica,Sweden,6,9851017,9068184,773232,41005,303988
DO,SE,Dominican Republic,Sweden,218,9851017,9068184,773232,41005,303988
DZ,SE,Algeria,Sweden,806,9851017,9068184,773232,41005,303988
EC,SE,Ecuador,Sweden,578,9851017,9068184,773232,41005,303988
EE,SE,Estonia,Sweden,4681,9851017,9068184,773232,41005,303988
EG,SE,Egypt,Sweden,3149,9851017,9068184,773232,41005,303988
EL,SE,Greece,Sweden,8418,9851017,9068184,773232,41005,303988
ER,SE,Eritrea,Sweden,25097,9851017,9068184,773232,41005,303988
ES,SE,Spain,Sweden,8826,9851017,9068184,773232,41005,303988
ET,SE,Ethiopia,Sweden,5335,9851017,9068184,773232,41005,303988
FI,SE,Finland,Sweden,57589,9851017,9068184,773232,41005,303988
FJ,SE,Fiji,Sweden,17,9851017,9068184,773232,41005,303988
FM,SE,Federated States of Micronesia,Sweden,1,9851017,9068184,773232,41005,303988
FR,SE,France,Sweden,7600,9851017,9068184,773232,41005,303988
GA,SE,Gabon,Sweden,11,9851017,9068184,773232,41005,303988
GD,SE,Grenada,Sweden,16,9851017,9068184,773232,41005,303988
GE,SE,Georgia,Sweden,710,9851017,9068184,773232,41005,303988
GH,SE,Ghana,Sweden,1354,9851017,9068184,773232,41005,303988
GI,SE,Gibraltar (UK),Sweden,0,9851017,9068184,773232,41005,303988
GM,SE,"Gambia, The",Sweden,1983,9851017,9068184,773232,41005,303988
GN,SE,Guinea,Sweden,321,9851017,9068184,773232,41005,303988
GQ,SE,Equatorial Guinea,Sweden,19,9851017,9068184,773232,41005,303988
GT,SE,Guatemala,Sweden,93,9851017,9068184,773232,41005,303988
GW,SE,Guinea-Bissau,Sweden,37,9851017,9068184,773232,41005,303988
GY,SE,Guyana,Sweden,10,9851017,9068184,773232,41005,303988
HN,SE,Honduras,Sweden,92,9851017,9068184,773232,41005,303988
HR,SE,Croatia,Sweden,4836,9851017,9068184,773232,41005,303988
HT,SE,Haiti,Sweden,17,9851017,9068184,773232,41005,303988
HU,SE,Hungary,Sweden,6704,9851017,9068184,773232,41005,303988
ID,SE,Indonesia,Sweden,1055,9851017,9068184,773232,41005,303988
IE,SE,Ireland,Sweden,2396,9851017,9068184,773232,41005,303988
IL,SE,Israel,Sweden,452,9851017,9068184,773232,41005,303988
IN,SE,India,Sweden,11383,9851017,9068184,773232,41005,303988
IQ,SE,Iraq,Sweden,23190,9851017,9068184,773232,41005,303988
IR,SE,Iran,Sweden,14120,9851017,9068184,773232,41005,303988
IS,SE,Iceland,Sweden,4653,9851017,9068184,773232,41005,303988
IT,SE,Italy,Sweden,8553,9851017,9068184,773232,41005,303988
JM,SE,Jamaica,Sweden,113,9851017,9068184,773232,41005,303988
JO,SE,Jordan,Sweden,1813,9851017,9068184,773232,41005,303988
